,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Max Value,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Market Volume Profile Report ,,,,,,,,,,,Min Value,,,,,
,,,,,,,,,,,,,,,,,
,Time of Day Basis,,,,,,,,,,,Congestion,,,,,
,,,,,,,,,,,,,,,,,
,Delivery Date,,Time Slot,Buy Bid(MWh),Sell Bid(MWh),Unconstraint MCP (INR/MWh),Unconstraint MCV(MWh),,,,MCV(MWh),,,,,,
,01 Jan 2012,,00:00-01:00,478.92,1120,2600,400,,,,368.96,,,,,,
,,,01:00-02:00,478.92,1120,2500,478.92,,,,423.44,,,,,,
,,,02:00-03:00,478.92,1120,2500,478.92,,,,420.8,,,,,,
,,,03:00-04:00,478.92,1120,2500,478.92,,,,420.6,,,,,,
,,,04:00-05:00,478.92,1120,2500,478.92,,,,303.24,,,,,,
,,,05:00-06:00,478.92,1520,2750,478.92,,,,426,,,,,,
,,,06:00-07:00,474.56,1796,3490,276.56,,,,276.56,,,,,,
,,,07:00-08:00,646.48,1300,3500,500,,,,500,,,,,,
,,,08:00-09:00,831.36,1180,3800,500,,,,500,,,,,,
,,,09:00-10:00,836.8,1000,3500,490.52,,,,490.52,,,,,,
,,,10:00-11:00,849.6,800,4150,400,,,,400,,,,,,
,,,11:00-12:00,849.6,880,4250,400,,,,400,,,,,,
,,,12:00-13:00,836.8,1300,3500,490.52,,,,460.6,,,,,,
,,,13:00-14:00,836.8,1300,3500,490.52,,,,461.96,,,,,,
,,,14:00-15:00,833.44,1500,3500,506.16,,,,506.16,,,,,,
,,,15:00-16:00,833.44,1500,3500,506.16,,,,506.16,,,,,,
,,,16:00-17:00,441.24,1100,3050,400,,,,366.96,,,,,,
,,,17:00-18:00,429.92,1000,3050,400,,,,356,,,,,,
,,,18:00-19:00,417.12,964,3390,332.68,,,,222.68,,,,,,
,,,19:00-20:00,417.12,792,4000,92,,,,92,,,,,,
,,,20:00-21:00,423.64,800,4000,100,,,,100,,,,,,
,,,21:00-22:00,461.24,1008,3390,139.2,,,,117.16,,,,,,
,,,22:00-23:00,468.6,880,2900,449.6,,,,449.6,,,,,,
,,,23:00-00:00,468.6,1160,2600,268.6,,,,268.6,,,,,,
,02 Jan 2012,,00:00-01:00,261.16,1530.12,2250,261.16,,,,261.16,,,,,,
,,,01:00-02:00,261.16,1530.12,2250,261.16,,,,261.16,,,,,,
,,,02:00-03:00,261.16,1530.12,2250,261.16,,,,261.16,,,,,,
,,,03:00-04:00,261.16,1530.12,2250,261.16,,,,261.16,,,,,,
,,,04:00-05:00,461.16,1530.12,2250,461.16,,,,397.36,,,,,,
,,,05:00-06:00,581.16,1270.12,2420,581.16,,,,460.12,,,,,,
,,,06:00-07:00,572.4,1290.12,3200,452.28,,,,410.12,,,,,,
,,,07:00-08:00,536.12,910.12,3310,400,,,,369.48,,,,,,
,,,08:00-09:00,742.52,810.12,3800,510.12,,,,368.36,,,,,,
,,,09:00-10:00,747.96,810.12,3490,401.72,,,,338.6,,,,,,
,,,10:00-11:00,753.04,410.12,4750,34.28,,,,24.4,,,,,,
,,,11:00-12:00,744.04,410.12,4750,34.28,,,,21.4,,,,,,
,,,12:00-13:00,726.44,810.12,3310,400,,,,336.48,,,,,,
,,,13:00-14:00,735.44,1110.12,3310,400,,,,342.12,,,,,,
,,,14:00-15:00,739.76,1110.12,3390,412.56,,,,387.04,,,,,,
,,,15:00-16:00,739.76,1210.12,3200,470.52,,,,403.24,,,,,,
,,,16:00-17:00,555.76,1010.12,2990,555.76,,,,281.72,,,,,,
,,,17:00-18:00,544.44,910.12,3050,500,,,,273.76,,,,,,
,,,18:00-19:00,559,850.12,3200,513.12,,,,224.2,,,,,,
,,,19:00-20:00,550.8,710.12,5250,226.04,,,,126.48,,,,,,
,,,20:00-21:00,557.32,790.12,4900,226.04,,,,115.32,,,,,,
,,,21:00-22:00,585.4,910.12,4700,226.04,,,,79.6,,,,,,
,,,22:00-23:00,582.76,890.12,3000,500,,,,376.76,,,,,,
,,,23:00-00:00,582.76,1290.12,2500,480,,,,375.96,,,,,,
,03 Jan 2012,,00:00-01:00,484.2,934.12,2250,484.2,,,,418.6,,,,,,
,,,01:00-02:00,484.2,934.12,2010,284.2,,,,284.2,,,,,,
,,,02:00-03:00,484.2,934.12,2010,284.2,,,,284.2,,,,,,
,,,03:00-04:00,484.2,934.12,2010,284.2,,,,284.2,,,,,,
,,,04:00-05:00,484.2,934.12,2250,484.2,,,,423.08,,,,,,
,,,05:00-06:00,484.2,814.12,2500,484.2,,,,424.12,,,,,,
,,,06:00-07:00,585.92,854.12,3200,452.88,,,,442.4,,,,,,
,,,07:00-08:00,785.92,714.12,3250,504,,,,504,,,,,,
,,,08:00-09:00,757.84,714.12,3250,504,,,,504,,,,,,
,,,09:00-10:00,762.2,714.12,3250,504,,,,504,,,,,,
,,,10:00-11:00,1215,414.12,4750,28.4,,,,22.92,,,,,,
,,,11:00-12:00,1375,414.12,4750,28.4,,,,21.8,,,,,,
,,,12:00-13:00,1362.2,814.12,3750,585,,,,514.12,,,,,,
,,,13:00-14:00,1362.2,814.12,3750,585,,,,514.12,,,,,,
,,,14:00-15:00,1358.8,814.12,3750,600.64,,,,514.12,,,,,,
,,,15:00-16:00,1358.8,814.12,3750,600.64,,,,514.12,,,,,,
,,,16:00-17:00,1152.28,814.12,3750,600.64,,,,507.8,,,,,,
,,,17:00-18:00,974.92,832.12,3700,522,,,,432.12,,,,,,
,,,18:00-19:00,960.72,880.12,4500,836.96,,,,310.6,,,,,,
,,,19:00-20:00,560.72,732.12,5250,236.96,,,,126.6,,,,,,
,,,20:00-21:00,567.24,732.12,5250,236.96,,,,126.96,,,,,,
,,,21:00-22:00,604.84,892.12,4700,236.96,,,,169.2,,,,,,
,,,22:00-23:00,609,942.12,3000,532,,,,337,,,,,,
,,,23:00-00:00,609,1034.12,2700,381.8,,,,276.48,,,,,,
